模型,检查点,层类型/阶段,算子名称,执行阶段,数据精度,测量类型,算子规模/shape,latency_us,TFLOPS/带宽,sglang入口/调度,底层Kernel/库,后端/实现,测试来源/状态,备注/缺口/发现
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Router (cuBLAS),prefill,BF16,sweep,"[512,6144]x[6144,128]",54.53,14.77,kernel-harness microbench,F.linear / torch.mm (cuBLAS bf16),F.linear / torch.mm (cuBLAS bf16),"microbench (本session, M3 shapes)",[prefill_M=512] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,SwiGLU act (silu proxy),prefill,BF16,sweep,"[512,6144]->[512,3072]",51.39,,kernel-harness microbench,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,"microbench (本session, M3 shapes)",[prefill_M=512] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),prefill,BF16,sweep,"[512,4,6144]->[512,6144]",59.56,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[prefill_M=512] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,prefill,BF16,sweep,"[512,6144]",51.3,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[prefill_M=512] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,quant,Act FP8 quant,prefill,FP8(MXFP8代理),sweep,"[512,6144] group=128",50.46,,kernel-harness microbench,sglang_per_token_group_quant_fp8 (UE8M0),sglang_per_token_group_quant_fp8 (UE8M0),"microbench (本session, M3 shapes)",[prefill_M=512] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),prefill,FP8(MXFP8代理),sweep,"[1024,6144]x[6144,9216] aligned(6144,9216)",144.65,801.7,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[prefill_M=1024] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Router (cuBLAS),prefill,BF16,sweep,"[1024,6144]x[6144,128]",56.0,28.76,kernel-harness microbench,F.linear / torch.mm (cuBLAS bf16),F.linear / torch.mm (cuBLAS bf16),"microbench (本session, M3 shapes)",[prefill_M=1024] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,SwiGLU act (silu proxy),prefill,BF16,sweep,"[1024,6144]->[1024,3072]",52.99,,kernel-harness microbench,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,"microbench (本session, M3 shapes)",[prefill_M=1024] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),prefill,BF16,sweep,"[1024,4,6144]->[1024,6144]",68.98,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[prefill_M=1024] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,prefill,BF16,sweep,"[1024,6144]",52.96,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[prefill_M=1024] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,quant,Act FP8 quant,prefill,FP8(MXFP8代理),sweep,"[1024,6144] group=128",52.09,,kernel-harness microbench,sglang_per_token_group_quant_fp8 (UE8M0),sglang_per_token_group_quant_fp8 (UE8M0),"microbench (本session, M3 shapes)",[prefill_M=1024] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),prefill,FP8(MXFP8代理),sweep,"[2048,6144]x[6144,9216] aligned(6144,9216)",235.2,986.09,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[prefill_M=2048] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Router (cuBLAS),prefill,BF16,sweep,"[2048,6144]x[6144,128]",57.29,56.23,kernel-harness microbench,F.linear / torch.mm (cuBLAS bf16),F.linear / torch.mm (cuBLAS bf16),"microbench (本session, M3 shapes)",[prefill_M=2048] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,SwiGLU act (silu proxy),prefill,BF16,sweep,"[2048,6144]->[2048,3072]",56.34,,kernel-harness microbench,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,"microbench (本session, M3 shapes)",[prefill_M=2048] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),prefill,BF16,sweep,"[2048,4,6144]->[2048,6144]",164.5,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[prefill_M=2048] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,prefill,BF16,sweep,"[2048,6144]",56.48,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[prefill_M=2048] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,quant,Act FP8 quant,prefill,FP8(MXFP8代理),sweep,"[2048,6144] group=128",55.5,,kernel-harness microbench,sglang_per_token_group_quant_fp8 (UE8M0),sglang_per_token_group_quant_fp8 (UE8M0),"microbench (本session, M3 shapes)",[prefill_M=2048] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),prefill,FP8(MXFP8代理),sweep,"[4096,6144]x[6144,9216] aligned(6144,9216)",418.78,1107.64,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[prefill_M=4096] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Router (cuBLAS),prefill,BF16,sweep,"[4096,6144]x[6144,128]",58.05,110.99,kernel-harness microbench,F.linear / torch.mm (cuBLAS bf16),F.linear / torch.mm (cuBLAS bf16),"microbench (本session, M3 shapes)",[prefill_M=4096] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,SwiGLU act (silu proxy),prefill,BF16,sweep,"[4096,6144]->[4096,3072]",63.64,,kernel-harness microbench,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,"microbench (本session, M3 shapes)",[prefill_M=4096] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),prefill,BF16,sweep,"[4096,4,6144]->[4096,6144]",327.69,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[prefill_M=4096] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,prefill,BF16,sweep,"[4096,6144]",64.61,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[prefill_M=4096] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,quant,Act FP8 quant,prefill,FP8(MXFP8代理),sweep,"[4096,6144] group=128",62.1,,kernel-harness microbench,sglang_per_token_group_quant_fp8 (UE8M0),sglang_per_token_group_quant_fp8 (UE8M0),"microbench (本session, M3 shapes)",[prefill_M=4096] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),prefill,FP8(MXFP8代理),sweep,"[8192,6144]x[6144,9216] aligned(6144,9216)",782.47,1185.62,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[prefill_M=8192] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Router (cuBLAS),prefill,BF16,sweep,"[8192,6144]x[6144,128]",64.79,198.86,kernel-harness microbench,F.linear / torch.mm (cuBLAS bf16),F.linear / torch.mm (cuBLAS bf16),"microbench (本session, M3 shapes)",[prefill_M=8192] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,SwiGLU act (silu proxy),prefill,BF16,sweep,"[8192,6144]->[8192,3072]",81.48,,kernel-harness microbench,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,"microbench (本session, M3 shapes)",[prefill_M=8192] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),prefill,BF16,sweep,"[8192,4,6144]->[8192,6144]",602.71,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[prefill_M=8192] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,prefill,BF16,sweep,"[8192,6144]",80.77,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[prefill_M=8192] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,quant,Act FP8 quant,prefill,FP8(MXFP8代理),sweep,"[8192,6144] group=128",75.08,,kernel-harness microbench,sglang_per_token_group_quant_fp8 (UE8M0),sglang_per_token_group_quant_fp8 (UE8M0),"microbench (本session, M3 shapes)",[prefill_M=8192] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),prefill,FP8(MXFP8代理),sweep,"[16384,6144]x[6144,9216] aligned(6144,9216)",1512.6,1226.64,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[prefill_M=16384] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Router (cuBLAS),prefill,BF16,sweep,"[16384,6144]x[6144,128]",82.35,312.95,kernel-harness microbench,F.linear / torch.mm (cuBLAS bf16),F.linear / torch.mm (cuBLAS bf16),"microbench (本session, M3 shapes)",[prefill_M=16384] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,SwiGLU act (silu proxy),prefill,BF16,sweep,"[16384,6144]->[16384,3072]",161.98,,kernel-harness microbench,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,"microbench (本session, M3 shapes)",[prefill_M=16384] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),prefill,BF16,sweep,"[16384,4,6144]->[16384,6144]",1152.89,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[prefill_M=16384] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,prefill,BF16,sweep,"[16384,6144]",160.02,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[prefill_M=16384] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,quant,Act FP8 quant,prefill,FP8(MXFP8代理),sweep,"[16384,6144] group=128",150.64,,kernel-harness microbench,sglang_per_token_group_quant_fp8 (UE8M0),sglang_per_token_group_quant_fp8 (UE8M0),"microbench (本session, M3 shapes)",[prefill_M=16384] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),prefill,FP8(MXFP8代理),sweep,"[32768,6144]x[6144,9216] aligned(6144,9216)",2977.02,1246.5,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[prefill_M=32768] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Router (cuBLAS),prefill,BF16,sweep,"[32768,6144]x[6144,128]",173.19,297.6,kernel-harness microbench,F.linear / torch.mm (cuBLAS bf16),F.linear / torch.mm (cuBLAS bf16),"microbench (本session, M3 shapes)",[prefill_M=32768] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,SwiGLU act (silu proxy),prefill,BF16,sweep,"[32768,6144]->[32768,3072]",323.99,,kernel-harness microbench,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,"microbench (本session, M3 shapes)",[prefill_M=32768] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),prefill,BF16,sweep,"[32768,4,6144]->[32768,6144]",2262.86,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[prefill_M=32768] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,prefill,BF16,sweep,"[32768,6144]",267.4,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[prefill_M=32768] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,quant,Act FP8 quant,prefill,FP8(MXFP8代理),sweep,"[32768,6144] group=128",251.98,,kernel-harness microbench,sglang_per_token_group_quant_fp8 (UE8M0),sglang_per_token_group_quant_fp8 (UE8M0),"microbench (本session, M3 shapes)",[prefill_M=32768] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),sweep,"[1,6144]x[6144,9216] aligned(6144,9216)",56.06,2.02,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[decode_B=1] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,sweep,"[1,128] top4",59.18,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",[decode_B=1] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,sweep,"[1,4,6144]->[1,6144]",50.92,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[decode_B=1] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,sweep,"[1,6144]",49.83,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[decode_B=1] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),sweep,"[2,6144]x[6144,9216] aligned(6144,9216)",56.13,4.03,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[decode_B=2] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,sweep,"[2,128] top4",59.09,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",[decode_B=2] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,sweep,"[2,4,6144]->[2,6144]",50.94,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[decode_B=2] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,sweep,"[2,6144]",49.93,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[decode_B=2] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),sweep,"[4,6144]x[6144,9216] aligned(6144,9216)",52.61,8.61,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[decode_B=4] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,sweep,"[4,128] top4",59.44,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",[decode_B=4] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,sweep,"[4,4,6144]->[4,6144]",51.03,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[decode_B=4] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,sweep,"[4,6144]",49.92,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[decode_B=4] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),sweep,"[8,6144]x[6144,9216] aligned(6144,9216)",56.05,16.16,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[decode_B=8] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,sweep,"[8,128] top4",59.24,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",[decode_B=8] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,sweep,"[8,4,6144]->[8,6144]",51.02,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[decode_B=8] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,sweep,"[8,6144]",49.94,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[decode_B=8] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),sweep,"[16,6144]x[6144,9216] aligned(6144,9216)",56.07,32.31,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[decode_B=16] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,sweep,"[16,128] top4",60.67,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",[decode_B=16] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,sweep,"[16,4,6144]->[16,6144]",51.39,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[decode_B=16] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
